 0.62500E+01  0.65000E+01  0.67500E+01  0.70000E+01  0.72500E+01  0.75000E+01  0.77500E+01  0.80000E+01  0.82500E+01  0.85000E+01  0.87500E+01  0.90000E+01  0.92500E+01  0.95000E+01  0.97500E+01  0.10000E+02  0.10250E+02  0.10500E+02  0.10750E+02  0.11000E+02  0.11250E+02  0.11500E+02  0.11750E+02  0.12000E+02  0.12250E+02  0.12500E+02  0.12750E+02  0.13000E+02  0.13250E+02  0.13500E+02  0.13750E+02  0.14000E+02  0.14250E+02  0.14500E+02  0.14750E+02  0.15000E+02  0.15250E+02  0.15500E+02  0.15750E+02  0.16000E+02  0.16250E+02  0.16500E+02  0.16750E+02  0.17000E+02  0.17250E+02  0.17500E+02  0.17750E+02  0.18000E+02  0.18250E+02  0.18500E+02  0.18750E+02  0.19000E+02  0.19250E+02  0.19500E+02  0.19750E+02  0.20000E+02  0.20250E+02  0.20500E+02  0.20750E+02  0.21000E+02  0.21250E+02  0.21500E+02  0.21750E+02  0.22000E+02  0.22250E+02  0.22500E+02  0.22750E+02  0.23000E+02  0.23250E+02  0.23500E+02  0.23750E+02  0.24000E+02  0.24250E+02  0.24500E+02  0.24750E+02  0.25000E+02  0.25250E+02  0.25500E+02  0.25750E+02  0.26000E+02  0.26250E+02  0.26500E+02  0.26750E+02  0.27000E+02  0.27250E+02  0.27500E+02  0.27750E+02  0.28000E+02  0.28250E+02  0.28500E+02  0.28750E+02  0.29000E+02  0.29250E+02  0.29500E+02  0.29750E+02
 0.11135E-01  0.82362E-02  0.59685E-02  0.46344E-02  0.44782E-02  0.56351E-02  0.81735E-02  0.12131E-01  0.17455E-01  0.24169E-01  0.32295E-01  0.41697E-01  0.52448E-01  0.64422E-01  0.77654E-01  0.92087E-01  0.10770E+00  0.12444E+00  0.14231E+00  0.16120E+00  0.18113E+00  0.20208E+00  0.22391E+00  0.24666E+00  0.27022E+00  0.29457E+00  0.31970E+00  0.34543E+00  0.37184E+00  0.39879E+00  0.42624E+00  0.45415E+00  0.48243E+00  0.51101E+00  0.53991E+00  0.56903E+00  0.59818E+00  0.62746E+00  0.65674E+00  0.68602E+00  0.71520E+00  0.74424E+00  0.77298E+00  0.80161E+00  0.82991E+00  0.85784E+00  0.88543E+00  0.91240E+00  0.93923E+00  0.96533E+00  0.99115E+00  0.10163E+01  0.10409E+01  0.10652E+01  0.10884E+01  0.11113E+01  0.11336E+01  0.11552E+01  0.11764E+01  0.11969E+01  0.12163E+01  0.12357E+01  0.12541E+01  0.12720E+01  0.12896E+01  0.13059E+01  0.13219E+01  0.13375E+01  0.13524E+01  0.13666E+01  0.13801E+01  0.13934E+01  0.14059E+01  0.14183E+01  0.14293E+01  0.14403E+01  0.14509E+01  0.14610E+01  0.14704E+01  0.14792E+01  0.14881E+01  0.14965E+01  0.15036E+01  0.15113E+01  0.15183E+01  0.15247E+01  0.15309E+01  0.15371E+01  0.15426E+01  0.15475E+01  0.15523E+01  0.15573E+01  0.15615E+01  0.15656E+01  0.15696E+01
-0.54618E+00 -0.59721E+00 -0.64905E+00 -0.70116E+00 -0.75326E+00 -0.80538E+00 -0.85720E+00 -0.90908E+00 -0.96058E+00 -0.10119E+01 -0.10629E+01 -0.11129E+01 -0.11625E+01 -0.12104E+01 -0.12571E+01 -0.13018E+01 -0.13444E+01 -0.13844E+01 -0.14219E+01 -0.14558E+01 -0.14866E+01 -0.15141E+01 -0.15375E+01 -0.15573E+01 -0.15729E+01 -0.15844E+01 -0.15922E+01 -0.15953E+01 -0.15945E+01 -0.15894E+01 -0.15801E+01 -0.15667E+01 -0.15493E+01 -0.15279E+01 -0.15027E+01 -0.14742E+01 -0.14415E+01 -0.14060E+01 -0.13669E+01 -0.13253E+01 -0.12806E+01 -0.12340E+01 -0.11844E+01 -0.11333E+01 -0.10806E+01 -0.10253E+01 -0.96965E+00 -0.91207E+00 -0.85448E+00 -0.79529E+00 -0.73647E+00 -0.67673E+00 -0.61680E+00 -0.55707E+00 -0.49791E+00 -0.43823E+00 -0.38014E+00 -0.32134E+00 -0.26432E+00 -0.20765E+00 -0.15154E+00 -0.97643E-01 -0.43552E-01  0.89449E-02  0.60127E-01  0.10967E+00  0.15849E+00  0.20541E+00  0.25159E+00  0.29620E+00  0.33906E+00  0.37977E+00  0.42034E+00  0.45906E+00  0.49551E+00  0.53092E+00  0.56489E+00  0.59832E+00  0.62787E+00  0.65812E+00  0.68637E+00  0.71345E+00  0.73775E+00  0.76161E+00  0.78543E+00  0.80597E+00  0.82561E+00  0.84495E+00  0.86324E+00  0.87782E+00  0.89412E+00  0.90848E+00  0.92080E+00  0.93325E+00  0.94496E+00
 0.91558E+00  0.10103E+01  0.11045E+01  0.11961E+01  0.12825E+01  0.13620E+01  0.14322E+01  0.14919E+01  0.15396E+01  0.15742E+01  0.15955E+01  0.16018E+01  0.15950E+01  0.15738E+01  0.15400E+01  0.14937E+01  0.14360E+01  0.13679E+01  0.12908E+01  0.12048E+01  0.11119E+01  0.10131E+01  0.90838E+00  0.79981E+00  0.68737E+00  0.57260E+00  0.45657E+00  0.33915E+00  0.22224E+00  0.10615E+00 -0.84266E-02 -0.12038E+00 -0.22917E+00 -0.33431E+00 -0.43480E+00 -0.53028E+00 -0.62073E+00 -0.70431E+00 -0.78229E+00 -0.85368E+00 -0.91853E+00 -0.97578E+00 -0.10268E+01 -0.10704E+01 -0.11067E+01 -0.11380E+01 -0.11605E+01 -0.11759E+01 -0.11857E+01 -0.11889E+01 -0.11852E+01 -0.11764E+01 -0.11625E+01 -0.11438E+01 -0.11160E+01 -0.10863E+01 -0.10503E+01 -0.10108E+01 -0.96705E+00 -0.92155E+00 -0.86782E+00 -0.81343E+00 -0.75382E+00 -0.69278E+00 -0.63235E+00 -0.56329E+00 -0.49515E+00 -0.42339E+00 -0.35118E+00 -0.27987E+00 -0.20259E+00 -0.12509E+00 -0.45611E-01  0.28703E-01  0.11055E+00  0.19016E+00  0.27249E+00  0.34890E+00  0.43133E+00  0.51230E+00  0.59504E+00  0.67104E+00  0.75281E+00  0.83255E+00  0.91124E+00  0.98733E+00  0.10651E+01  0.11450E+01  0.12163E+01  0.12924E+01  0.13666E+01  0.14379E+01  0.15077E+01  0.15796E+01  0.16496E+01
-0.20109E+01 -0.20306E+01 -0.20269E+01 -0.20011E+01 -0.19525E+01 -0.18825E+01 -0.17902E+01 -0.16780E+01 -0.15473E+01 -0.14006E+01 -0.12423E+01 -0.10730E+01 -0.89873E+00 -0.71933E+00 -0.53989E+00 -0.36192E+00 -0.18743E+00 -0.18317E-01  0.14310E+00  0.29706E+00  0.44049E+00  0.57246E+00  0.69340E+00  0.80066E+00  0.89516E+00  0.97513E+00  0.10401E+01  0.10912E+01  0.11271E+01  0.11485E+01  0.11558E+01  0.11495E+01  0.11299E+01  0.10979E+01  0.10549E+01  0.10006E+01  0.93758E+00  0.86545E+00  0.78637E+00  0.70040E+00  0.60987E+00  0.51429E+00  0.41637E+00  0.31536E+00  0.21286E+00  0.10998E+00  0.70400E-02 -0.92915E-01 -0.19244E+00 -0.28747E+00 -0.37966E+00 -0.46771E+00 -0.55261E+00 -0.63485E+00 -0.70554E+00 -0.77251E+00 -0.83273E+00 -0.88593E+00 -0.93488E+00 -0.97688E+00 -0.10099E+01 -0.10316E+01 -0.10479E+01 -0.10575E+01 -0.10653E+01 -0.10565E+01 -0.10398E+01 -0.10172E+01 -0.98876E+00 -0.95516E+00 -0.91004E+00 -0.85091E+00 -0.79070E+00 -0.73173E+00 -0.65598E+00 -0.57011E+00 -0.48179E+00 -0.39407E+00 -0.29179E+00 -0.18084E+00 -0.65605E-01  0.41072E-01  0.16914E+00  0.30199E+00  0.43194E+00  0.56496E+00  0.71369E+00  0.86550E+00  0.10021E+01  0.11621E+01  0.13206E+01  0.14773E+01  0.16407E+01  0.18130E+01  0.19761E+01
 0.32089E+01  0.29392E+01  0.26247E+01  0.22714E+01  0.18885E+01  0.14876E+01  0.10794E+01  0.68011E+00  0.30064E+00 -0.51849E-01 -0.36650E+00 -0.64513E+00 -0.87744E+00 -0.10711E+01 -0.12208E+01 -0.13303E+01 -0.14014E+01 -0.14340E+01 -0.14315E+01 -0.13983E+01 -0.13339E+01 -0.12428E+01 -0.11307E+01 -0.99840E+00 -0.85318E+00 -0.69673E+00 -0.53421E+00 -0.36900E+00 -0.20599E+00 -0.45325E-01  0.10706E+00  0.24947E+00  0.38224E+00  0.50286E+00  0.60802E+00  0.69903E+00  0.77754E+00  0.84009E+00  0.88623E+00  0.91915E+00  0.93797E+00  0.94074E+00  0.93425E+00  0.91164E+00  0.87921E+00  0.83633E+00  0.78264E+00  0.71723E+00  0.64463E+00  0.56951E+00  0.48116E+00  0.39354E+00  0.29910E+00  0.20420E+00  0.97864E-01  0.66968E-02 -0.97314E-01 -0.19109E+00 -0.28672E+00 -0.37795E+00 -0.46293E+00 -0.55088E+00 -0.61714E+00 -0.68925E+00 -0.75161E+00 -0.81520E+00 -0.84911E+00 -0.89268E+00 -0.91826E+00 -0.93037E+00 -0.94262E+00 -0.93839E+00 -0.92240E+00 -0.90161E+00 -0.87321E+00 -0.81974E+00 -0.77114E+00 -0.69052E+00 -0.63552E+00 -0.52752E+00 -0.43574E+00 -0.33392E+00 -0.21938E+00 -0.91814E-01  0.48631E-01  0.18668E+00  0.34255E+00  0.50494E+00  0.66585E+00  0.83241E+00  0.10234E+01  0.12084E+01  0.13901E+01  0.16083E+01  0.17961E+01
-0.34135E+01 -0.26262E+01 -0.18130E+01 -0.10218E+01 -0.28767E+00  0.35454E+00  0.88504E+00  0.12889E+01  0.15653E+01  0.17234E+01  0.17707E+01  0.17318E+01  0.16148E+01  0.14419E+01  0.12199E+01  0.96578E+00  0.68939E+00  0.39957E+00  0.10935E+00 -0.17167E+00 -0.43644E+00 -0.67540E+00 -0.88200E+00 -0.10531E+01 -0.11836E+01 -0.12745E+01 -0.13240E+01 -0.13360E+01 -0.13096E+01 -0.12528E+01 -0.11648E+01 -0.10534E+01 -0.92239E+00 -0.77515E+00 -0.61673E+00 -0.45212E+00 -0.28341E+00 -0.11781E+00  0.46517E-01  0.20372E+00  0.35057E+00  0.49186E+00  0.61779E+00  0.73428E+00  0.83133E+00  0.90964E+00  0.97180E+00  0.10159E+01  0.10465E+01  0.10491E+01  0.10535E+01  0.10363E+01  0.99120E+00  0.93654E+00  0.87652E+00  0.78323E+00  0.70225E+00  0.60737E+00  0.49620E+00  0.38348E+00  0.26716E+00  0.14256E+00  0.26073E-01 -0.96778E-01 -0.21979E+00 -0.32278E+00 -0.44904E+00 -0.53456E+00 -0.64396E+00 -0.72818E+00 -0.79172E+00 -0.86248E+00 -0.91593E+00 -0.95944E+00 -0.96701E+00 -0.98116E+00 -0.97703E+00 -0.96766E+00 -0.89843E+00 -0.86093E+00 -0.80427E+00 -0.71070E+00 -0.59248E+00 -0.47017E+00 -0.37022E+00 -0.19039E+00 -0.25132E-01  0.12584E+00  0.31592E+00  0.55329E+00  0.75538E+00  0.95846E+00  0.12319E+01  0.14662E+01  0.16791E+01
 0.33765E+01  0.19595E+01  0.71307E+00 -0.30851E+00 -0.10750E+01 -0.15733E+01 -0.18203E+01 -0.18559E+01 -0.17152E+01 -0.14461E+01 -0.10963E+01 -0.68729E+00 -0.25420E+00  0.16753E+00  0.56369E+00  0.90777E+00  0.11806E+01  0.13775E+01  0.14906E+01  0.15155E+01  0.14657E+01  0.13488E+01  0.11728E+01  0.95631E+00  0.70741E+00  0.44238E+00  0.17181E+00 -0.92173E-01 -0.34412E+00 -0.56858E+00 -0.76772E+00 -0.93383E+00 -0.10614E+01 -0.11537E+01 -0.12014E+01 -0.12174E+01 -0.12024E+01 -0.11476E+01 -0.10694E+01 -0.96371E+00 -0.83380E+00 -0.69374E+00 -0.54197E+00 -0.38811E+00 -0.22686E+00 -0.47256E-01  0.11362E+00  0.28085E+00  0.42942E+00  0.58528E+00  0.69937E+00  0.80690E+00  0.90079E+00  0.95111E+00  0.10217E+01  0.10710E+01  0.10778E+01  0.10540E+01  0.10149E+01  0.95543E+00  0.91371E+00  0.82280E+00  0.72425E+00  0.60943E+00  0.45018E+00  0.34576E+00  0.22933E+00  0.64172E-01 -0.78598E-01 -0.22371E+00 -0.34986E+00 -0.47361E+00 -0.60733E+00 -0.75275E+00 -0.81622E+00 -0.89386E+00 -0.97680E+00 -0.10268E+01 -0.10667E+01 -0.10316E+01 -0.10431E+01 -0.10354E+01 -0.93579E+00 -0.85791E+00 -0.72114E+00 -0.59627E+00 -0.39913E+00 -0.21906E+00 -0.11594E-01  0.24697E+00  0.55673E+00  0.85378E+00  0.11679E+01  0.15714E+01  0.19384E+01
-0.30821E+01 -0.12306E+01  0.19512E+00  0.11651E+01  0.17130E+01  0.18515E+01  0.17230E+01  0.13623E+01  0.85792E+00  0.30886E+00 -0.27602E+00 -0.77537E+00 -0.12039E+01 -0.14760E+01 -0.16074E+01 -0.15885E+01 -0.14378E+01 -0.11887E+01 -0.85791E+00 -0.49771E+00 -0.12589E+00  0.24137E+00  0.57872E+00  0.87663E+00  0.11235E+01  0.13028E+01  0.14221E+01  0.14543E+01  0.14250E+01  0.13123E+01  0.11388E+01  0.92460E+00  0.66520E+00  0.37427E+00  0.76143E-01 -0.19840E+00 -0.48036E+00 -0.71385E+00 -0.93342E+00 -0.11076E+01 -0.12474E+01 -0.13141E+01 -0.13513E+01 -0.13267E+01 -0.12555E+01 -0.11717E+01 -0.10126E+01 -0.85779E+00 -0.66949E+00 -0.49163E+00 -0.26609E+00 -0.37892E-01  0.18394E+00  0.41489E+00  0.58879E+00  0.68839E+00  0.84150E+00  0.95314E+00  0.10825E+01  0.11656E+01  0.11260E+01  0.11205E+01  0.10718E+01  0.10754E+01  0.10442E+01  0.86748E+00  0.68122E+00  0.55814E+00  0.48274E+00  0.30758E+00  0.63378E-01 -0.94487E-01 -0.16559E+00 -0.29792E+00 -0.54026E+00 -0.71213E+00 -0.74329E+00 -0.82951E+00 -0.95093E+00 -0.10375E+01 -0.92954E+00 -0.94218E+00 -0.10032E+01 -0.92963E+00 -0.75091E+00 -0.70616E+00 -0.59189E+00 -0.26463E+00 -0.13960E+00  0.56530E-01  0.33092E+00  0.66919E+00  0.87583E+00  0.12284E+01  0.16280E+01
 0.21724E+01  0.42443E+00 -0.73968E+00 -0.13368E+01 -0.14484E+01 -0.12094E+01 -0.78581E+00 -0.28280E+00  0.25431E+00  0.71241E+00  0.10376E+01  0.12395E+01  0.12744E+01  0.11728E+01  0.93162E+00  0.62884E+00  0.26446E+00 -0.96579E-01 -0.44264E+00 -0.76747E+00 -0.10355E+01 -0.12332E+01 -0.13497E+01 -0.13647E+01 -0.12792E+01 -0.10909E+01 -0.82023E+00 -0.47861E+00 -0.10252E+00  0.29496E+00  0.66179E+00  0.98718E+00  0.12453E+01  0.14336E+01  0.15182E+01  0.15041E+01  0.14193E+01  0.12660E+01  0.10219E+01  0.75915E+00  0.46885E+00  0.13575E+00 -0.15661E+00 -0.47149E+00 -0.75566E+00 -0.99649E+00 -0.11718E+01 -0.12842E+01 -0.13777E+01 -0.13654E+01 -0.13336E+01 -0.12223E+01 -0.11321E+01 -0.10203E+01 -0.78868E+00 -0.54732E+00 -0.30930E+00 -0.73614E-01  0.95403E-01  0.30071E+00  0.53836E+00  0.72785E+00  0.98739E+00  0.11189E+01  0.10284E+01  0.11699E+01  0.12930E+01  0.12886E+01  0.11354E+01  0.10446E+01  0.94122E+00  0.92957E+00  0.78051E+00  0.31870E+00  0.24027E+00  0.16696E+00 -0.12006E+00 -0.46291E+00 -0.65666E+00 -0.61654E+00 -0.83474E+00 -0.13103E+01 -0.11680E+01 -0.11127E+01 -0.13552E+01 -0.13443E+01 -0.99619E+00 -0.86872E+00 -0.10179E+01 -0.43044E+00  0.78413E-01  0.21770E+00  0.93158E+00  0.18726E+01  0.22115E+01
